typ_bw,FID,rvs_str,key_str,bez_str,richtung_str,km_von,km_bis,bez_bw,nr_bw,baujahr_bw,breite_bw,hoehe_bw
bruecke,bruecke.406,8    -L  48 -    -,L48,Bödelestraße,RFB 1,15.387,15.583,Schwarzenbergerbrücke,L048 014,1968,7.5,
bruecke,bruecke.428,8    -L  48 -    -,L48,Bödelestraße,RFB 1,8.171,8.206,Losenbachdurchlass,L048 016,1985,7.5,
bruecke,bruecke.510,8    -L  48 -    -,L48,Bödelestraße,RFB 1,5.055,5.134,Rickatschwendebrücke,L048 006,1978,7.5,
bruecke,bruecke.543,8    -L  48 -    -,L48,Bödelestraße,RFB 1,4.741,4.806,Sägerbachbrücke,L048 005,1979,7.5,
bruecke,bruecke.571,8    -L  48 -    -,L48,Bödelestraße,RFB 1,3.576,3.675,Gehrengrabenbrücke,L048 003,1976,7.5,
bruecke,bruecke.599,8    -L  48 -    -,L48,Bödelestraße,RFB 1,2.681,2.717,Schwendebachbrücke,L048 002,1972,7.5,
bruecke,bruecke.624,8    -L  48 -    -,L48,Bödelestraße,RFB 1,6.928,6.987,Losentobelbrücke,L048 008,1987,7.5,
bruecke,bruecke.634,8    -L  48 -    -,L48,Bödelestraße,RFB 1,7.099,7.237,Rothenbachbrücke,L048 010,1987,7.5,
bruecke,bruecke.111,8    -L  49 -    -,L49,Achrainstraße,RFB 1,2.353,2.357,Halbseitiges Gewölbe,L049 009,1920,7.5,
bruecke,bruecke.325,8    -L  49 -    -,L49,Achrainstraße,RFB 1,9.268,9.275,Dorfbachbrücke,L049 008,1978,7.5,
bruecke,bruecke.455,8    -L  49 -    -,L49,Achrainstraße,RFB 1,1.525,1.553,Haselstauderbachbrücke,L049 003,1965,7.5,
bruecke,bruecke.566,8    -L  49 -    -,L49,Achrainstraße,RFB 1,7.708,7.718,Staudertobelbrücke,L049 007,1899,7.5,
bruecke,bruecke.617,8    -L  49 -    -,L49,Achrainstraße,RFB 1,6.444,6.454,Sägerbachbrücke,L049 005,1899,7.5,
bruecke,bruecke.160,8    -L   5 -    -,L5,Balderschwanger Straße,RFB 1,9.43,9.446,Doserbachbrücke (Grenze),L005 009,1988,7.5,
bruecke,bruecke.299,8    -L   5 -    -,L5,Balderschwanger Straße,RFB 1,4.68,4.784,Völkenbrücke,L005 001,1977,7.5,
bruecke,bruecke.23,8    -L  50 -    -,L50,Walgaustraße,RFB 1,15.082,15.145,Kirchbachdurchlass,L050 013,1975,6.5,
bruecke,bruecke.51,8    -L  50 -    -,L50,Walgaustraße,RFB 1,0.359,0.37,Emmebachbrücke,L050 001,2005,6.5,
bruecke,bruecke.73,8    -L  50 -    -,L50,Walgaustraße,RFB 1,22.068,22.285,Überdeckelung Schwarzbach (längs Gehsteig),L050 017,1996,6.5,
bruecke,bruecke.109,8    -L  50 -    -,L50,Walgaustraße,RFB 1,8.753,8.845,Überdeckung Nafla (teilweise Geh- u Radweg),L050 015,1945,6.5,
bruecke,bruecke.152,8    -L  50 -    -,L50,Walgaustraße,RFB 1,9.986,10.002,Naflabrücke,L050 006,1955,6.5,
bruecke,bruecke.216,8    -L  50 -    -,L50,Walgaustraße,RFB 1,18.065,18.079,Wiesenbachbrücke,L050 009,1979,6.5,
bruecke,bruecke.233,8    -L  50 -    -,L50,Walgaustraße,RFB 1,20.997,21.014,Zweite Schwarzbachbrücke,L050 011,1953,6.5,
bruecke,bruecke.256,8    -L  50 -    -,L50,Walgaustraße,RFB 1,8.845,8.858,"Durchlass Nafla Verlängerung (längs, Geh- und Radweg)",L050 015a,1993,6.5,
bruecke,bruecke.398,8    -L  50 -    -,L50,Walgaustraße,RFB 1,20.336,20.38,Erste Schwarzbachbrücke,L050 010,1953,6.5,
bruecke,bruecke.403,8    -L  50 -    -,L50,Walgaustraße,RFB 1,17.859,17.876,Vermülsbachbrücke (Frommengerschbach),L050 008,2014,6.5,
bruecke,bruecke.504,8    -L  50 -    -,L50,Walgaustraße,RFB 1,3.129,3.183,Klausbachbrücke,L050 002,1972,6.5,
bruecke,bruecke.520,8    -L  50 -    -,L50,Walgaustraße,RFB 1,14.793,14.805,Pfudidetschbachbrücke,L050 007,1999,6.5,
bruecke,bruecke.537,8    -L  50 -    -,L50,Walgaustraße,RFB 1,3.879,3.916,Ratzbachbrücke,L050 003,1986,6.5,
bruecke,bruecke.585,8    -L  50 -    -,L50,Walgaustraße,RFB 1,22.99,23.016,Dritte Schwarzbachbrücke,L050 012,1953,6.5,
bruecke,bruecke.593,8    -L  50 -    -,L50,Walgaustraße,RFB 1,6.573,6.642,Frutzbrücke,L050 004,1976,6.5,
bruecke,bruecke.661,8    -L  50 -    -,L50,Walgaustraße,RFB 1,8.443,8.457,"Naflakanal beim Gasthof Sternen (nur 1,50m der re RFB)",L050 015b,1954,6.5,
bruecke,bruecke.1,8    -L  51 -    -,L51,Laternser Straße,RFB 1,3.431,3.451,Histelerbrücke (Viedurchlass),L051 004,1907,6.5,
bruecke,bruecke.17,8    -L  51 -    -,L51,Laternser Straße,RFB 1,24.163,24.176,Armcodurchlass 2,L051 020,1969,6.5,
bruecke,bruecke.45,8    -L  51 -    -,L51,Laternser Straße,RFB 1,24.129,24.145,Armcodurchlass 1,L051 019,1969,6.5,
bruecke,bruecke.81,8    -L  51 -    -,L51,Laternser Straße,RFB 1,9.27,9.297,Gewölbedurchlass,L051 012,1972,6.5,
bruecke,bruecke.97,8    -L  51 -    -,L51,Laternser Straße,RFB 1,1.22,1.242,Batschunsertobelbrücke,L051 003,1907,6.5,
bruecke,bruecke.130,8    -L  51 -    -,L51,Laternser Straße,RFB 1,6.285,6.325,Grenztobelbrücke,L051 008,1969,6.5,
bruecke,bruecke.244,8    -L  51 -    -,L51,Laternser Straße,RFB 1,28.597,28.656,Ugabrücke,L051 023,1965,6.5,
bruecke,bruecke.259,8    -L  51 -    -,L51,Laternser Straße,RFB 1,8.458,8.484,Tiefenbachbrücke Baustellenumfahrung,L051 M010a,2019,6.5,
bruecke,bruecke.267,8    -L  51 -    -,L51,Laternser Straße,RFB 1,1.11,1.156,Frutzbrücke,L051 002,1947,6.5,
bruecke,bruecke.292,8    -L  51 -    -,L51,Laternser Straße,RFB 1,9.861,9.989,Sägetobelbrücke,L051 015,1973,6.5,
bruecke,bruecke.342,8    -L  51 -    -,L51,Laternser Straße,RFB 1,24.186,24.202,Armcodurchlass 3,L051 021,1969,6.5,
bruecke,bruecke.349,8    -L  51 -    -,L51,Laternser Straße,RFB 1,7.233,7.246,Kleine Brücke,L051 009,1978,6.5,
bruecke,bruecke.358,8    -L  51 -    -,L51,Laternser Straße,RFB 1,5.485,5.545,Wengtobeldurchlass,L051 006,1971,6.5,
bruecke,bruecke.374,8    -L  51 -    -,L51,Laternser Straße,RFB 1,13.409,13.477,Weberstobelbrücke,L051 017,1992,6.5,
bruecke,bruecke.471,8    -L  51 -    -,L51,Laternser Straße,RFB 1,9.736,9.834,Gläsertobelbrücke,L051 014,1973,6.5,
bruecke,bruecke.487,8    -L  51 -    -,L51,Laternser Straße,RFB 1,9.104,9.147,Hangbrücke,L051 011,1972,6.5,
bruecke,bruecke.499,8    -L  51 -    -,L51,Laternser Straße,RFB 1,25.421,25.454,Steinbachtobelbrücke,L051 022,1983,6.5,
bruecke,bruecke.549,8    -L  51 -    -,L51,Laternser Straße,RFB 1,27.955,27.961,Fussgängertunnel Hotel Adler,L051 024,2017,6.5,
bruecke,bruecke.559,8    -L  51 -    -,L51,Laternser Straße,RFB 1,15.038,15.076,Garnitzabachbrücke,L051 018,1978,6.5,
bruecke,bruecke.627,8    -L  51 -    -,L51,Laternser Straße,RFB 1,11.278,11.379,Schrägetobelbrücke,L051 016,1976,6.5,
bruecke,bruecke.653,8    -L  51 -    -,L51,Laternser Straße,RFB 1,4.598,4.666,Suldisbrücke,L051 005,1984,6.5,
bruecke,bruecke.664,8    -L  51 -    -,L51,Laternser Straße,RFB 1,9.519,9.614,Bärfallentobelbrücke,L051 013,1972,6.5,
bruecke,bruecke.670,8    -L  51 -    -,L51,Laternser Straße,RFB 1,1.084,1.108,Werkskanalbrücke (Triftkanal),L051 001,1947,6.5,
bruecke,bruecke.13,8    -L  52 -    -,L52,Meininger Straße,RFB 1,7.276,7.296,Geh- und Radwegbrücke über den Ehbach,L052 006a,1992,6.5,
bruecke,bruecke.113,8    -L  52 -    -,L52,Meininger Straße,RFB 1,7.522,7.658,Vorlandbrücke Meiningen,L052 007,1996,6.5,
bruecke,bruecke.174,8    -L  52 -    -,L52,Meininger Straße,RFB 1,3.457,3.478,Ehbachbrücke,L052 002,1994,6.5,
bruecke,bruecke.261,8    -L  52 -    -,L52,Meininger Straße,RFB 1,7.276,7.296,Ehbachbrücke 2,L052 006,1937,6.5,
bruecke,bruecke.391,8    -L  52 -    -,L52,Meininger Straße,RFB 1,5.88,5.89,Brunnenbachbrücke,L052 004,1920,6.5,
bruecke,bruecke.449,8    -L  52 -    -,L52,Meininger Straße,RFB 1,6.023,6.042,Oberdorferbachbrücke,L052 005,1951,6.5,
bruecke,bruecke.530,8    -L  52 -    -,L52,Meininger Straße,RFB 1,7.658,7.715,Rheinbrücke Meiningen - Oberriet (Grenze),L052 008,1963,6.5,
bruecke,bruecke.610,8    -L  52 -    -,L52,Meininger Straße,RFB 1,3.745,3.759,Förderbandtunnel Firma Hilti & Jehle,L052 009,1993,6.5,
bruecke,bruecke.124,8    -L  53 -    -,L53,Bangser Straße,RFB 1,6.282,6.308,Spiersbachbrücke,L053 003,2005,6.5,
bruecke,bruecke.145,8    -L  53 -    -,L53,Bangser Straße,RFB 1,0.629,0.686,Kapfbrücke,L053 001,1995,6.5,
bruecke,bruecke.319,8    -L  53 -    -,L53,Bangser Straße,RFB 1,0.095,0.116,Brücke über die Fidelisstraße,L053 005,1997,6.5,
bruecke,bruecke.551,8    -L  53 -    -,L53,Bangser Straße,RFB 1,0.602,0.629,Hämmerlekanalbrücke,L053 006,1995,6.5,
bruecke,bruecke.646,8    -L  53 -    -,L53,Bangser Straße,RFB 1,6.601,6.704,Rheinbrücke Feldkirch - Lienz (Grenze),L053 004,1967,6.5,
bruecke,bruecke.67,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,0.465,0.498,Aubachbrücke,L054 002,1989,6.5,
bruecke,bruecke.70,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,2.581,2.603,Pfudidetschbachbrücke,L054 003,2011,6.5,
bruecke,bruecke.209,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,12.238,12.331,Florbachbrücke,L054 007,1979,6.5,
bruecke,bruecke.228,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,7.263,7.279,Gafretschtobel / Montanastbachbrücke,L054 005,1976,6.5,
bruecke,bruecke.400,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,0.86,0.983,W2 Überführung der L54,A 14 109,1976,6.5,
bruecke,bruecke.421,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,7.3,7.32,Gafretschtobel / Schnifnerbachbrücke,L054 006,1976,6.5,
bruecke,bruecke.667,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,2.874,2.889,Kirchbachbrücke,L054 004,2011,6.5,
bruecke,bruecke.62,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,7.514,7.607,Frutzbrücke,L055 004,1972,6.5,
bruecke,bruecke.75,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,1.856,1.897,V71a Überführung der L55 über die Spur,A 14 069,1970,6.5,
bruecke,bruecke.138,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,9.701,9.734,Ehbachbrücke,L055 005,1968,6.5,
bruecke,bruecke.312,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,1.807,1.825,Gehwegunterführung Objekt V71c,L055 001,1971,6.5,
bruecke,bruecke.334,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,5.939,5.98,Mühlbachbrücke,L055 003,1963,6.5,
bruecke,bruecke.366,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,2.315,2.337,Egelseegrabenbrücke,L055 002,1961,6.5,
bruecke,bruecke.480,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,1.109,1.226,Gillbachdurchlass,L055 006,1993,6.5,
bruecke,bruecke.579,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,1.888,2.01,V71 Überführung der L55,A 14 068,1971,6.5,
bruecke,bruecke.601,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,2.119,2.138,"Durchlass Querung Wasserverband Rheintal LW 2,20m",L055 007,1971,6.5,
bruecke,bruecke.640,8    -L  56 -    -,L56,Götzner Lastenstraße,RFB 1,1.837,1.863,Hopbachbrücke,L056 001,1977,6.5,
bruecke,bruecke.34,8    -L  58 -    -,L58,Mäderer Straße,RFB 1,6.063,6.115,Koblacherkanalbrücke,L058 004,1978,6.5,
bruecke,bruecke.89,8    -L  58 -    -,L58,Mäderer Straße,RFB 1,2.128,2.14,Emmebachbrücke,L058 002,1981,6.5,
bruecke,bruecke.92,8    -L  58 -    -,L58,Mäderer Straße,RFB 1,3.179,3.188,Egelseegrabenbrücke,L058 003,1992,6.5,
bruecke,bruecke.573,8    -L  58 -    -,L58,Mäderer Straße,RFB 1,6.22,6.328,Rheinbrücke Mäder - Krießern (Grenze),L058 005,1979,6.5,
bruecke,bruecke.649,8    -L  58 -    -,L58,Mäderer Straße,RFB 1,0.204,0.22,Tiefgaragentunnel,L058 006,2013,6.5,
bruecke,bruecke.4,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,2.151,2.157,Gehsteigbrücke alter Mühlbach,L059 007,1975,6.5,
bruecke,bruecke.64,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,2.822,2.833,Gehsteigbrücke links an Güllbachbrücke,L059 003b,1975,6.5,
bruecke,bruecke.168,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,2.821,2.845,Güllbachbrücke,L059 003,1952,6.5,
bruecke,bruecke.200,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,3.212,3.333,Rheinbrücke Koblach - Montlingen,L059 005,1967,6.5,
bruecke,bruecke.295,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,2.032,2.041,Gehsteigbrücke Güllbachdurchlass,L059 006,1975,6.5,
bruecke,bruecke.306,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,3.065,3.081,Koblacherkanalbrücke,L059 004,1955,6.5,
bruecke,bruecke.337,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,0.362,0.381,V77b Kalkofenbachbrücke,L059 002,1971,6.5,
bruecke,bruecke.369,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,0.514,0.575,V77 Überführung der L59,A 14 075,1971,6.5,
bruecke,bruecke.483,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,2.822,2.833,Gehsteigbrücke rechts an Güllbachbrücke,L059 003a,1975,6.5,
bruecke,bruecke.59,8    -L  60 -    -,L60,Nofler Straße,RFB 1,4.541,4.548,Frickgrabenbrücke Liechtenstein (Grenze),L060 003,2001,6.5,
bruecke,bruecke.443,8    -L  60 -    -,L60,Nofler Straße,RFB 1,2.886,2.929,Hämmerlekanalbrücke,L060 001,1974,6.5,
bruecke,bruecke.466,8    -L  60 -    -,L60,Nofler Straße,RFB 1,2.929,2.991,Illbrücke,L060 002,1974,6.5,
bruecke,bruecke.636,8    -L  62 -    -,L62,Klauser Treietstraße,RFB 1,1.977,2.002,V79b Klausbachbrücke,L062 001,1971,6.5,
bruecke,bruecke.192,8    -L  64 -    -,L64,Rankweiler Straße,RFB 1,0.001,0.68,Nafla Längskanal,L064 001,1989,6.5,
bruecke,bruecke.203,8    -L  65 -    -,L65,Göfner Straße,RFB 1,0.503,0.566,Illbrücke Göfis,L065 001,1986,6.5,
bruecke,bruecke.545,8    -L  65 -    -,L65,Göfner Straße,RFB 1,0.566,0.59,Brücke über den Illdammweg,L065 002,1986,6.5,
bruecke,bruecke.604,8    -L  65 -    -,L65,Göfner Straße,RFB 1,0.585,0.613,Schildriedbachdurchlass,L065 003,1986,6.5,
bruecke,bruecke.577,8    -L  66 -    -,L66,Feldkircher Straße,RFB 1,0.08,0.11,Schattenburgtunnel ÖBB,L066 001,,6.5,
bruecke,bruecke.43,8    -L  66 -    -D,L66-D,Feldkircher Straße,RFB 1,0.178,0.186,Schattenburgtunnel ÖBB,L066 001,,6.5,
bruecke,bruecke.39,8    -L  67 -    -,L67,Gampelüner Straße,RFB 1,0.882,0.905,Saminabrücke,L067 001,1900,6.5,
bruecke,bruecke.436,8    -L  67 -    -,L67,Gampelüner Straße,RFB 1,4.974,5.021,Galinabachbrücke,L067 002,1990,6.5,
bruecke,bruecke.188,8    -L  69 -    -,L69,Fraxner Straße,RFB 1,0.094,0.112,Ratzbachbrücke,L069 001,1954,6.5,
bruecke,bruecke.463,8    -L  69 -    -,L69,Fraxner Straße,RFB 1,2.284,2.309,Wegdurchlass,L069 003,1972,6.5,
bruecke,bruecke.31,8    -L   7 -    -,L7,Schwarzachtobelstraße,RFB 1,0.667,0.7,Zehrerbrücke,L007 001,1974,6.5,
bruecke,bruecke.148,8    -L   7 -    -,L7,Schwarzachtobelstraße,RFB 1,1.82,1.837,Spargewölbe Stützmauer Pr 9 - 11,L007 006,1954,6.5,
bruecke,bruecke.225,8    -L   7 -    -,L7,Schwarzachtobelstraße,RFB 1,1.927,1.96,Gewölbedurchlass 1,L007 003,1839,6.5,
bruecke,bruecke.475,8    -L   7 -    -,L7,Schwarzachtobelstraße,RFB 1,1.731,1.79,Sehratobelbrücke,L007 002,1839,6.5,
bruecke,bruecke.495,8    -L  71 -    -,L71,Dafinser Straße,RFB 1,0.751,0.816,Frödischbachbrücke (Wannenbrücke),L071 001,1992,6.5,
bruecke,bruecke.275,8    -L  72 -    -,L72,Muntlixer Straße,RFB 1,0.423,0.475,Frödischbachbrücke,L072 001,1991,6.5,
bruecke,bruecke.53,8    -L  73 -    -,L73,Übersaxner Straße,RFB 1,2.889,3.102,Rainbergbrücke,L073 002,1979,6.5,
bruecke,bruecke.114,8    -L  73 -    -,L73,Übersaxner Straße,RFB 1,10.472,10.505,Montanastbachbrücke,L073 003,2001,6.5,
bruecke,bruecke.154,8    -L  73 -    -,L73,Übersaxner Straße,RFB 1,15.176,15.189,Dorfbrücke über den Montanastbach,L073 006,1962,6.5,
bruecke,bruecke.182,8    -L  73 -    -,L73,Übersaxner Straße,RFB 1,11.628,11.705,Schnifnertobelbrücke,L073 004,1984,6.5,
bruecke,bruecke.539,8    -L  73 -    -,L73,Übersaxner Straße,RFB 1,14.255,14.266,Schnifisbachbrücke,L073 005,1990,6.5,
bruecke,bruecke.595,8    -L  73 -    -,L73,Übersaxner Straße,RFB 1,2.818,2.827,Übleschluchtwegdurchlass,L073 001,1979,6.5,
bruecke,bruecke.162,8    -L  74 -    -,L74,Schlinser Straße,RFB 1,0.373,0.494,W7/8 Überführung der L74,A 14 114,1976,6.5,
bruecke,bruecke.351,8    -L  74 -    -,L74,Schlinser Straße,RFB 1,0.903,0.917,Giessenbachbrücke,L074 003,1920,6.5,
bruecke,bruecke.672,8    -L  74 -    -,L74,Schlinser Straße,RFB 1,0.886,0.9,Alte Fabrikskanalbrücke,L074 002,1901,6.5,
bruecke,bruecke.360,8    -L   8 -    -,L8,Oberhochstegstraße,RFB 1,0.752,0.78,Bergerbachbrücke 1,L008 001,1969,6.5,
bruecke,bruecke.438,8    -L   8 -    -,L8,Oberhochstegstraße,RFB 1,0.935,1.09,Bergerbachbrücke 2,L008 002,1974,6.5,
bruecke,bruecke.619,8    -L   8 -    -,L8,Oberhochstegstraße,RFB 1,1.582,1.588,Mühlbachbrücke,L008 003,1988,6.5,
bruecke,bruecke.105,8    -L  81 -    -,L81,Bürser Straße,RFB 1,0.146,0.206,Illbrücke Nüziders,L081 002,1995,6.5,
bruecke,bruecke.327,8    -L  81 -    -,L81,Bürser Straße,RFB 1,0.206,0.225,Brücke über den linksufrigen Weg,L081 004,1995,6.5,
bruecke,bruecke.512,8    -L  81 -    -,L81,Bürser Straße,RFB 1,0.132,0.146,Brücke über den rechtsufrigen Weg,L081 001,1995,6.5,
bruecke,bruecke.9,8    -L  82 -    -,L82,Brandner Straße,RFB 1,9.684,9.733,Schliefwaldtobelbrücke,L082 014,1996,6.5,
bruecke,bruecke.25,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8.009,8.044,Leuegrabenbrücke,L082 007,1986,6.5,
bruecke,bruecke.83,8    -L  82 -    -,L82,Brandner Straße,RFB 1,0.309,0.321,Wirtschaftswegdurchlass,L082 002a,1975,6.5,
bruecke,bruecke.218,8    -L  82 -    -,L82,Brandner Straße,RFB 1,6.442,6.498,Töbelebrücke,L082 004,1983,6.5,
bruecke,bruecke.252,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8.585,8.659,Daleubrücke,L082 012,1985,6.5,
bruecke,bruecke.269,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8.084,8.129,Rappentobelbrücke,L082 008,1986,6.5,
bruecke,bruecke.282,8    -L  82 -    -,L82,Brandner Straße,RFB 1,11.154,11.17,Gastatobelbrücke,L082 015,1998,6.5,
bruecke,bruecke.301,8    -L  82 -    -,L82,Brandner Straße,RFB 1,0.003,0.048,Brunnenbachbrücke,L082 001,1975,6.5,
bruecke,bruecke.383,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8.143,8.215,Hangbrücke,L082 009,1986,6.5,
bruecke,bruecke.414,8    -L  82 -    -,L82,Brandner Straße,RFB 1,0.063,0.309,Brücke über die ÖBB und Ill,L082 002,1975,6.5,
bruecke,bruecke.430,8    -L  82 -    -,L82,Brandner Straße,RFB 1,7.933,7.955,Grenzgrabenbrücke,L082 006,1986,6.5,
bruecke,bruecke.451,8    -L  82 -    -,L82,Brandner Straße,RFB 1,12.339,12.348,Illwerkebrücke (Palüdbach),L082 016,,6.5,
bruecke,bruecke.457,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8.45,8.484,Marktobelbrücke,L082 011,1986,6.5,
bruecke,bruecke.489,8    -L  82 -    -,L82,Brandner Straße,RFB 1,0.472,0.542,W35 Überführung der L82,A 14 136,1969,6.5,
bruecke,bruecke.522,8    -L  82 -    -,L82,Brandner Straße,RFB 1,9.205,9.276,Galaverdabrücke,L082 013,1987,6.5,
bruecke,bruecke.568,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8.238,8.285,Leuetobelbrücke,L082 010,1986,6.5,
bruecke,bruecke.587,8    -L  82 -    -,L82,Brandner Straße,RFB 1,7.761,7.799,Staudenbrücke,L082 005,1986,6.5,
bruecke,bruecke.655,8    -L  82 -    -,L82,Brandner Straße,RFB 1,1.431,1.445,Alvierbachbrücke,L082 003,1997,6.5,
bruecke,bruecke.47,8    -L  83 -    -,L83,Vandanser Straße,RFB 1,1.125,1.149,Rellsbachbrücke,L083 002,1952,6.5,
bruecke,bruecke.235,8    -L  83 -    -,L83,Vandanser Straße,RFB 1,2.842,2.9,Illbrücke Kaltenbrunnen,L083 005,2006,6.5,
bruecke,bruecke.393,8    -L  83 -    -,L83,Vandanser Straße,RFB 1,1.944,1.98,Stauseebrücke,L083 004,1950,6.5,
bruecke,bruecke.408,8    -L  83 -    -,L83,Vandanser Straße,RFB 1,1.229,1.242,Auenlatschbrücke,L083 003,1952,6.5,
bruecke,bruecke.423,8    -L  83 -    -,L83,Vandanser Straße,RFB 1,0.153,0.194,Illbrücke Vandans,L083 001,1959,6.5,
bruecke,bruecke.482,8    -L  84 -    -,L84,Zelfastraße,RFB 1,0.049,0.096,Illbrücke Tschagguns,L084 001,1940,6.5,
bruecke,bruecke.321,8    -L  86 -    -,L86,Galgenuler Straße,RFB 1,0.915,0.943,Suggadinbachbrücke,L086 002,1977,6.5,
bruecke,bruecke.376,8    -L  86 -    -,L86,Galgenuler Straße,RFB 1,0.556,0.611,Illbrücke,L086 001,1977,6.5,
bruecke,bruecke.69,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,0.715,0.8,W10 Überführung der L87,A 14 117,1981,6.5,
bruecke,bruecke.77,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,1.01,1.059,Daboladabrücke  W12,L087 003,1980,6.5,
bruecke,bruecke.99,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,0.556,0.606,Brücke über die  Ill  W11,L087 002,1980,6.5,
bruecke,bruecke.147,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,0.995,1.007,Radwegunterführung,L087 005,1991,6.5,
bruecke,bruecke.222,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,1.337,1.364,Erste Schwarzbachbrücke,L050 010,1982,6.5,
bruecke,bruecke.553,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,0.606,0.622,Brücke über den Wirtschaftsweg W11a,L087 006,1980,6.5,
bruecke,bruecke.3,8    -L  88 -    -,L88,Raggaler Straße,RFB 1,4.6,4.64,Falazerabachbrücke,L088 004,2008,6.5,
bruecke,bruecke.19,8    -L  88 -    -,L88,Raggaler Straße,RFB 1,7.399,7.784,Talübergang Marul,L088 006,1983,6.5,
bruecke,bruecke.132,8    -L  88 -    -,L88,Raggaler Straße,RFB 1,6.779,6.813,Sägebachdurchlass,L088 005,1981,6.5,
