typ_bw,FID,rvs_str,key_str,bez_str,richtung_str,km_von,km_bis,bez_bw,nr_bw,baujahr_bw,breite_bw,hoehe_bw,laenge_bw,alter_bw,wandflaeche_bw,old_bw
bruecke,bruecke.160,8    -L   5 -    -,L5,Balderschwanger Straße,RFB 1,9,9.446,Doserbachbrücke (Grenze),L005 009,1988.0,7.5,,446.0,34.0,,True
bruecke,bruecke.299,8    -L   5 -    -,L5,Balderschwanger Straße,RFB 1,4,4.784,Völkenbrücke,L005 001,1977.0,7.5,,784.0,45.0,,True
bruecke,bruecke.23,8    -L  50 -    -,L50,Walgaustraße,RFB 1,15,15.145,Kirchbachdurchlass,L050 013,1975.0,6.5,,145.0,47.0,,True
bruecke,bruecke.51,8    -L  50 -    -,L50,Walgaustraße,RFB 1,0,0.37,Emmebachbrücke,L050 001,2005.0,6.5,,370.0,17.0,,False
bruecke,bruecke.73,8    -L  50 -    -,L50,Walgaustraße,RFB 1,22,22.285,Überdeckelung Schwarzbach (längs Gehsteig),L050 017,1996.0,6.5,,285.0,26.0,,True
bruecke,bruecke.109,8    -L  50 -    -,L50,Walgaustraße,RFB 1,8,8.845,Überdeckung Nafla (teilweise Geh- u Radweg),L050 015,1945.0,6.5,,845.0,77.0,,True
bruecke,bruecke.152,8    -L  50 -    -,L50,Walgaustraße,RFB 1,9,10.002,Naflabrücke,L050 006,1955.0,6.5,,1002.0,67.0,,True
bruecke,bruecke.216,8    -L  50 -    -,L50,Walgaustraße,RFB 1,18,18.079,Wiesenbachbrücke,L050 009,1979.0,6.5,,79.0,43.0,,True
bruecke,bruecke.233,8    -L  50 -    -,L50,Walgaustraße,RFB 1,20,21.014,Zweite Schwarzbachbrücke,L050 011,1953.0,6.5,,1014.0,69.0,,True
bruecke,bruecke.256,8    -L  50 -    -,L50,Walgaustraße,RFB 1,8,8.858,"Durchlass Nafla Verlängerung (längs, Geh- und Radweg)",L050 015a,1993.0,6.5,,858.0,29.0,,True
bruecke,bruecke.398,8    -L  50 -    -,L50,Walgaustraße,RFB 1,20,20.38,Erste Schwarzbachbrücke,L050 010,1953.0,6.5,,380.0,69.0,,True
bruecke,bruecke.403,8    -L  50 -    -,L50,Walgaustraße,RFB 1,17,17.876,Vermülsbachbrücke (Frommengerschbach),L050 008,2014.0,6.5,,876.0,8.0,,False
bruecke,bruecke.504,8    -L  50 -    -,L50,Walgaustraße,RFB 1,3,3.183,Klausbachbrücke,L050 002,1972.0,6.5,,183.0,50.0,,True
bruecke,bruecke.520,8    -L  50 -    -,L50,Walgaustraße,RFB 1,14,14.805,Pfudidetschbachbrücke,L050 007,1999.0,6.5,,805.0,23.0,,True
bruecke,bruecke.537,8    -L  50 -    -,L50,Walgaustraße,RFB 1,3,3.916,Ratzbachbrücke,L050 003,1986.0,6.5,,916.0,36.0,,True
bruecke,bruecke.585,8    -L  50 -    -,L50,Walgaustraße,RFB 1,22,23.016,Dritte Schwarzbachbrücke,L050 012,1953.0,6.5,,1016.0,69.0,,True
bruecke,bruecke.593,8    -L  50 -    -,L50,Walgaustraße,RFB 1,6,6.642,Frutzbrücke,L050 004,1976.0,6.5,,642.0,46.0,,True
bruecke,bruecke.661,8    -L  50 -    -,L50,Walgaustraße,RFB 1,8,8.457,"Naflakanal beim Gasthof Sternen (nur 1,50m der re RFB)",L050 015b,1954.0,6.5,,457.0,68.0,,True
bruecke,bruecke.1,8    -L  51 -    -,L51,Laternser Straße,RFB 1,3,3.451,Histelerbrücke (Viedurchlass),L051 004,1907.0,6.5,,451.0,115.0,,True
bruecke,bruecke.17,8    -L  51 -    -,L51,Laternser Straße,RFB 1,24,24.176,Armcodurchlass 2,L051 020,1969.0,6.5,,176.0,53.0,,True
bruecke,bruecke.45,8    -L  51 -    -,L51,Laternser Straße,RFB 1,24,24.145,Armcodurchlass 1,L051 019,1969.0,6.5,,145.0,53.0,,True
bruecke,bruecke.81,8    -L  51 -    -,L51,Laternser Straße,RFB 1,9,9.297,Gewölbedurchlass,L051 012,1972.0,6.5,,297.0,50.0,,True
bruecke,bruecke.97,8    -L  51 -    -,L51,Laternser Straße,RFB 1,1,1.242,Batschunsertobelbrücke,L051 003,1907.0,6.5,,242.0,115.0,,True
bruecke,bruecke.130,8    -L  51 -    -,L51,Laternser Straße,RFB 1,6,6.325,Grenztobelbrücke,L051 008,1969.0,6.5,,325.0,53.0,,True
bruecke,bruecke.244,8    -L  51 -    -,L51,Laternser Straße,RFB 1,28,28.656,Ugabrücke,L051 023,1965.0,6.5,,656.0,57.0,,True
bruecke,bruecke.259,8    -L  51 -    -,L51,Laternser Straße,RFB 1,8,8.484,Tiefenbachbrücke Baustellenumfahrung,L051 M010a,2019.0,6.5,,484.0,3.0,,False
bruecke,bruecke.267,8    -L  51 -    -,L51,Laternser Straße,RFB 1,1,1.156,Frutzbrücke,L051 002,1947.0,6.5,,156.0,75.0,,True
bruecke,bruecke.292,8    -L  51 -    -,L51,Laternser Straße,RFB 1,9,9.989,Sägetobelbrücke,L051 015,1973.0,6.5,,989.0,49.0,,True
bruecke,bruecke.342,8    -L  51 -    -,L51,Laternser Straße,RFB 1,24,24.202,Armcodurchlass 3,L051 021,1969.0,6.5,,202.0,53.0,,True
bruecke,bruecke.349,8    -L  51 -    -,L51,Laternser Straße,RFB 1,7,7.246,Kleine Brücke,L051 009,1978.0,6.5,,246.0,44.0,,True
bruecke,bruecke.358,8    -L  51 -    -,L51,Laternser Straße,RFB 1,5,5.545,Wengtobeldurchlass,L051 006,1971.0,6.5,,545.0,51.0,,True
bruecke,bruecke.374,8    -L  51 -    -,L51,Laternser Straße,RFB 1,13,13.477,Weberstobelbrücke,L051 017,1992.0,6.5,,477.0,30.0,,True
bruecke,bruecke.471,8    -L  51 -    -,L51,Laternser Straße,RFB 1,9,9.834,Gläsertobelbrücke,L051 014,1973.0,6.5,,834.0,49.0,,True
bruecke,bruecke.487,8    -L  51 -    -,L51,Laternser Straße,RFB 1,9,9.147,Hangbrücke,L051 011,1972.0,6.5,,147.0,50.0,,True
bruecke,bruecke.499,8    -L  51 -    -,L51,Laternser Straße,RFB 1,25,25.454,Steinbachtobelbrücke,L051 022,1983.0,6.5,,454.0,39.0,,True
bruecke,bruecke.549,8    -L  51 -    -,L51,Laternser Straße,RFB 1,27,27.961,Fussgängertunnel Hotel Adler,L051 024,2017.0,6.5,,961.0,5.0,,False
bruecke,bruecke.559,8    -L  51 -    -,L51,Laternser Straße,RFB 1,15,15.076,Garnitzabachbrücke,L051 018,1978.0,6.5,,76.0,44.0,,True
bruecke,bruecke.627,8    -L  51 -    -,L51,Laternser Straße,RFB 1,11,11.379,Schrägetobelbrücke,L051 016,1976.0,6.5,,379.0,46.0,,True
bruecke,bruecke.653,8    -L  51 -    -,L51,Laternser Straße,RFB 1,4,4.666,Suldisbrücke,L051 005,1984.0,6.5,,666.0,38.0,,True
bruecke,bruecke.664,8    -L  51 -    -,L51,Laternser Straße,RFB 1,9,9.614,Bärfallentobelbrücke,L051 013,1972.0,6.5,,614.0,50.0,,True
bruecke,bruecke.670,8    -L  51 -    -,L51,Laternser Straße,RFB 1,1,1.108,Werkskanalbrücke (Triftkanal),L051 001,1947.0,6.5,,108.0,75.0,,True
bruecke,bruecke.13,8    -L  52 -    -,L52,Meininger Straße,RFB 1,7,7.296,Geh- und Radwegbrücke über den Ehbach,L052 006a,1992.0,6.5,,296.0,30.0,,True
bruecke,bruecke.113,8    -L  52 -    -,L52,Meininger Straße,RFB 1,7,7.658,Vorlandbrücke Meiningen,L052 007,1996.0,6.5,,658.0,26.0,,True
bruecke,bruecke.174,8    -L  52 -    -,L52,Meininger Straße,RFB 1,3,3.478,Ehbachbrücke,L052 002,1994.0,6.5,,478.0,28.0,,True
bruecke,bruecke.261,8    -L  52 -    -,L52,Meininger Straße,RFB 1,7,7.296,Ehbachbrücke 2,L052 006,1937.0,6.5,,296.0,85.0,,True
bruecke,bruecke.391,8    -L  52 -    -,L52,Meininger Straße,RFB 1,5,5.89,Brunnenbachbrücke,L052 004,1920.0,6.5,,890.0,102.0,,True
bruecke,bruecke.449,8    -L  52 -    -,L52,Meininger Straße,RFB 1,6,6.042,Oberdorferbachbrücke,L052 005,1951.0,6.5,,42.0,71.0,,True
bruecke,bruecke.530,8    -L  52 -    -,L52,Meininger Straße,RFB 1,7,7.715,Rheinbrücke Meiningen - Oberriet (Grenze),L052 008,1963.0,6.5,,715.0,59.0,,True
bruecke,bruecke.610,8    -L  52 -    -,L52,Meininger Straße,RFB 1,3,3.759,Förderbandtunnel Firma Hilti & Jehle,L052 009,1993.0,6.5,,759.0,29.0,,True
bruecke,bruecke.124,8    -L  53 -    -,L53,Bangser Straße,RFB 1,6,6.308,Spiersbachbrücke,L053 003,2005.0,6.5,,308.0,17.0,,False
bruecke,bruecke.145,8    -L  53 -    -,L53,Bangser Straße,RFB 1,0,0.686,Kapfbrücke,L053 001,1995.0,6.5,,686.0,27.0,,True
bruecke,bruecke.319,8    -L  53 -    -,L53,Bangser Straße,RFB 1,0,0.116,Brücke über die Fidelisstraße,L053 005,1997.0,6.5,,116.0,25.0,,True
bruecke,bruecke.551,8    -L  53 -    -,L53,Bangser Straße,RFB 1,0,0.629,Hämmerlekanalbrücke,L053 006,1995.0,6.5,,629.0,27.0,,True
bruecke,bruecke.646,8    -L  53 -    -,L53,Bangser Straße,RFB 1,6,6.704,Rheinbrücke Feldkirch - Lienz (Grenze),L053 004,1967.0,6.5,,704.0,55.0,,True
bruecke,bruecke.67,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,0,0.498,Aubachbrücke,L054 002,1989.0,6.5,,498.0,33.0,,True
bruecke,bruecke.70,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,2,2.603,Pfudidetschbachbrücke,L054 003,2011.0,6.5,,603.0,11.0,,False
bruecke,bruecke.209,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,12,12.331,Florbachbrücke,L054 007,1979.0,6.5,,331.0,43.0,,True
bruecke,bruecke.228,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,7,7.279,Gafretschtobel / Montanastbachbrücke,L054 005,1976.0,6.5,,279.0,46.0,,True
bruecke,bruecke.400,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,0,0.983,W2 Überführung der L54,A 14 109,1976.0,6.5,,983.0,46.0,,True
bruecke,bruecke.421,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,7,7.32,Gafretschtobel / Schnifnerbachbrücke,L054 006,1976.0,6.5,,320.0,46.0,,True
bruecke,bruecke.667,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,2,2.889,Kirchbachbrücke,L054 004,2011.0,6.5,,889.0,11.0,,False
bruecke,bruecke.62,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,7,7.607,Frutzbrücke,L055 004,1972.0,6.5,,607.0,50.0,,True
bruecke,bruecke.75,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,1,1.897,V71a Überführung der L55 über die Spur,A 14 069,1970.0,6.5,,897.0,52.0,,True
bruecke,bruecke.138,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,9,9.734,Ehbachbrücke,L055 005,1968.0,6.5,,734.0,54.0,,True
bruecke,bruecke.312,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,1,1.825,Gehwegunterführung Objekt V71c,L055 001,1971.0,6.5,,825.0,51.0,,True
bruecke,bruecke.334,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,5,5.98,Mühlbachbrücke,L055 003,1963.0,6.5,,980.0,59.0,,True
bruecke,bruecke.366,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,2,2.337,Egelseegrabenbrücke,L055 002,1961.0,6.5,,337.0,61.0,,True
bruecke,bruecke.480,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,1,1.226,Gillbachdurchlass,L055 006,1993.0,6.5,,226.0,29.0,,True
bruecke,bruecke.579,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,1,2.01,V71 Überführung der L55,A 14 068,1971.0,6.5,,1010.0,51.0,,True
bruecke,bruecke.601,8    -L  55 -    -,L55,Koblacher Straße,RFB 1,2,2.138,"Durchlass Querung Wasserverband Rheintal LW 2,20m",L055 007,1971.0,6.5,,138.0,51.0,,True
bruecke,bruecke.640,8    -L  56 -    -,L56,Götzner Lastenstraße,RFB 1,1,1.863,Hopbachbrücke,L056 001,1977.0,6.5,,863.0,45.0,,True
bruecke,bruecke.34,8    -L  58 -    -,L58,Mäderer Straße,RFB 1,6,6.115,Koblacherkanalbrücke,L058 004,1978.0,6.5,,115.0,44.0,,True
bruecke,bruecke.89,8    -L  58 -    -,L58,Mäderer Straße,RFB 1,2,2.14,Emmebachbrücke,L058 002,1981.0,6.5,,140.0,41.0,,True
bruecke,bruecke.92,8    -L  58 -    -,L58,Mäderer Straße,RFB 1,3,3.188,Egelseegrabenbrücke,L058 003,1992.0,6.5,,188.0,30.0,,True
bruecke,bruecke.573,8    -L  58 -    -,L58,Mäderer Straße,RFB 1,6,6.328,Rheinbrücke Mäder - Krießern (Grenze),L058 005,1979.0,6.5,,328.0,43.0,,True
bruecke,bruecke.649,8    -L  58 -    -,L58,Mäderer Straße,RFB 1,0,0.22,Tiefgaragentunnel,L058 006,2013.0,6.5,,220.0,9.0,,False
bruecke,bruecke.4,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,2,2.157,Gehsteigbrücke alter Mühlbach,L059 007,1975.0,6.5,,157.0,47.0,,True
bruecke,bruecke.64,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,2,2.833,Gehsteigbrücke links an Güllbachbrücke,L059 003b,1975.0,6.5,,833.0,47.0,,True
bruecke,bruecke.168,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,2,2.845,Güllbachbrücke,L059 003,1952.0,6.5,,845.0,70.0,,True
bruecke,bruecke.200,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,3,3.333,Rheinbrücke Koblach - Montlingen,L059 005,1967.0,6.5,,333.0,55.0,,True
bruecke,bruecke.295,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,2,2.041,Gehsteigbrücke Güllbachdurchlass,L059 006,1975.0,6.5,,41.0,47.0,,True
bruecke,bruecke.306,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,3,3.081,Koblacherkanalbrücke,L059 004,1955.0,6.5,,81.0,67.0,,True
bruecke,bruecke.337,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,0,0.381,V77b Kalkofenbachbrücke,L059 002,1971.0,6.5,,381.0,51.0,,True
bruecke,bruecke.369,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,0,0.575,V77 Überführung der L59,A 14 075,1971.0,6.5,,575.0,51.0,,True
bruecke,bruecke.483,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,2,2.833,Gehsteigbrücke rechts an Güllbachbrücke,L059 003a,1975.0,6.5,,833.0,47.0,,True
bruecke,bruecke.59,8    -L  60 -    -,L60,Nofler Straße,RFB 1,4,4.548,Frickgrabenbrücke Liechtenstein (Grenze),L060 003,2001.0,6.5,,548.0,21.0,,False
bruecke,bruecke.443,8    -L  60 -    -,L60,Nofler Straße,RFB 1,2,2.929,Hämmerlekanalbrücke,L060 001,1974.0,6.5,,929.0,48.0,,True
bruecke,bruecke.466,8    -L  60 -    -,L60,Nofler Straße,RFB 1,2,2.991,Illbrücke,L060 002,1974.0,6.5,,991.0,48.0,,True
bruecke,bruecke.636,8    -L  62 -    -,L62,Klauser Treietstraße,RFB 1,1,2.002,V79b Klausbachbrücke,L062 001,1971.0,6.5,,1002.0,51.0,,True
bruecke,bruecke.192,8    -L  64 -    -,L64,Rankweiler Straße,RFB 1,0,0.68,Nafla Längskanal,L064 001,1989.0,6.5,,680.0,33.0,,True
bruecke,bruecke.203,8    -L  65 -    -,L65,Göfner Straße,RFB 1,0,0.566,Illbrücke Göfis,L065 001,1986.0,6.5,,566.0,36.0,,True
bruecke,bruecke.545,8    -L  65 -    -,L65,Göfner Straße,RFB 1,0,0.59,Brücke über den Illdammweg,L065 002,1986.0,6.5,,590.0,36.0,,True
bruecke,bruecke.604,8    -L  65 -    -,L65,Göfner Straße,RFB 1,0,0.613,Schildriedbachdurchlass,L065 003,1986.0,6.5,,613.0,36.0,,True
bruecke,bruecke.577,8    -L  66 -    -,L66,Feldkircher Straße,RFB 1,0,0.11,Schattenburgtunnel ÖBB,L066 001,2022.0,6.5,,110.0,0.0,,False
bruecke,bruecke.43,8    -L  66 -    -D,L66-D,Feldkircher Straße,RFB 1,0,0.186,Schattenburgtunnel ÖBB,L066 001,2022.0,6.5,,186.0,0.0,,False
bruecke,bruecke.39,8    -L  67 -    -,L67,Gampelüner Straße,RFB 1,0,0.905,Saminabrücke,L067 001,1900.0,6.5,,905.0,122.0,,True
bruecke,bruecke.436,8    -L  67 -    -,L67,Gampelüner Straße,RFB 1,4,5.021,Galinabachbrücke,L067 002,1990.0,6.5,,1021.0,32.0,,True
bruecke,bruecke.188,8    -L  69 -    -,L69,Fraxner Straße,RFB 1,0,0.112,Ratzbachbrücke,L069 001,1954.0,6.5,,112.0,68.0,,True
bruecke,bruecke.463,8    -L  69 -    -,L69,Fraxner Straße,RFB 1,2,2.309,Wegdurchlass,L069 003,1972.0,6.5,,309.0,50.0,,True
bruecke,bruecke.31,8    -L   7 -    -,L7,Schwarzachtobelstraße,RFB 1,0,0.7,Zehrerbrücke,L007 001,1974.0,6.5,,700.0,48.0,,True
bruecke,bruecke.148,8    -L   7 -    -,L7,Schwarzachtobelstraße,RFB 1,1,1.837,Spargewölbe Stützmauer Pr 9 - 11,L007 006,1954.0,6.5,,837.0,68.0,,True
bruecke,bruecke.225,8    -L   7 -    -,L7,Schwarzachtobelstraße,RFB 1,1,1.96,Gewölbedurchlass 1,L007 003,1839.0,6.5,,960.0,183.0,,True
bruecke,bruecke.475,8    -L   7 -    -,L7,Schwarzachtobelstraße,RFB 1,1,1.79,Sehratobelbrücke,L007 002,1839.0,6.5,,790.0,183.0,,True
bruecke,bruecke.495,8    -L  71 -    -,L71,Dafinser Straße,RFB 1,0,0.816,Frödischbachbrücke (Wannenbrücke),L071 001,1992.0,6.5,,816.0,30.0,,True
bruecke,bruecke.275,8    -L  72 -    -,L72,Muntlixer Straße,RFB 1,0,0.475,Frödischbachbrücke,L072 001,1991.0,6.5,,475.0,31.0,,True
bruecke,bruecke.53,8    -L  73 -    -,L73,Übersaxner Straße,RFB 1,2,3.102,Rainbergbrücke,L073 002,1979.0,6.5,,1102.0,43.0,,True
bruecke,bruecke.114,8    -L  73 -    -,L73,Übersaxner Straße,RFB 1,10,10.505,Montanastbachbrücke,L073 003,2001.0,6.5,,505.0,21.0,,False
bruecke,bruecke.154,8    -L  73 -    -,L73,Übersaxner Straße,RFB 1,15,15.189,Dorfbrücke über den Montanastbach,L073 006,1962.0,6.5,,189.0,60.0,,True
bruecke,bruecke.182,8    -L  73 -    -,L73,Übersaxner Straße,RFB 1,11,11.705,Schnifnertobelbrücke,L073 004,1984.0,6.5,,705.0,38.0,,True
bruecke,bruecke.539,8    -L  73 -    -,L73,Übersaxner Straße,RFB 1,14,14.266,Schnifisbachbrücke,L073 005,1990.0,6.5,,266.0,32.0,,True
bruecke,bruecke.595,8    -L  73 -    -,L73,Übersaxner Straße,RFB 1,2,2.827,Übleschluchtwegdurchlass,L073 001,1979.0,6.5,,827.0,43.0,,True
bruecke,bruecke.162,8    -L  74 -    -,L74,Schlinser Straße,RFB 1,0,0.494,W7/8 Überführung der L74,A 14 114,1976.0,6.5,,494.0,46.0,,True
bruecke,bruecke.351,8    -L  74 -    -,L74,Schlinser Straße,RFB 1,0,0.917,Giessenbachbrücke,L074 003,1920.0,6.5,,917.0,102.0,,True
bruecke,bruecke.672,8    -L  74 -    -,L74,Schlinser Straße,RFB 1,0,0.9,Alte Fabrikskanalbrücke,L074 002,1901.0,6.5,,900.0,121.0,,True
bruecke,bruecke.360,8    -L   8 -    -,L8,Oberhochstegstraße,RFB 1,0,0.78,Bergerbachbrücke 1,L008 001,1969.0,6.5,,780.0,53.0,,True
bruecke,bruecke.438,8    -L   8 -    -,L8,Oberhochstegstraße,RFB 1,0,1.09,Bergerbachbrücke 2,L008 002,1974.0,6.5,,1090.0,48.0,,True
bruecke,bruecke.619,8    -L   8 -    -,L8,Oberhochstegstraße,RFB 1,1,1.588,Mühlbachbrücke,L008 003,1988.0,6.5,,588.0,34.0,,True
bruecke,bruecke.105,8    -L  81 -    -,L81,Bürser Straße,RFB 1,0,0.206,Illbrücke Nüziders,L081 002,1995.0,6.5,,206.0,27.0,,True
bruecke,bruecke.327,8    -L  81 -    -,L81,Bürser Straße,RFB 1,0,0.225,Brücke über den linksufrigen Weg,L081 004,1995.0,6.5,,225.0,27.0,,True
bruecke,bruecke.512,8    -L  81 -    -,L81,Bürser Straße,RFB 1,0,0.146,Brücke über den rechtsufrigen Weg,L081 001,1995.0,6.5,,146.0,27.0,,True
bruecke,bruecke.9,8    -L  82 -    -,L82,Brandner Straße,RFB 1,9,9.733,Schliefwaldtobelbrücke,L082 014,1996.0,6.5,,733.0,26.0,,True
bruecke,bruecke.25,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8,8.044,Leuegrabenbrücke,L082 007,1986.0,6.5,,44.0,36.0,,True
bruecke,bruecke.83,8    -L  82 -    -,L82,Brandner Straße,RFB 1,0,0.321,Wirtschaftswegdurchlass,L082 002a,1975.0,6.5,,321.0,47.0,,True
bruecke,bruecke.218,8    -L  82 -    -,L82,Brandner Straße,RFB 1,6,6.498,Töbelebrücke,L082 004,1983.0,6.5,,498.0,39.0,,True
bruecke,bruecke.252,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8,8.659,Daleubrücke,L082 012,1985.0,6.5,,659.0,37.0,,True
bruecke,bruecke.269,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8,8.129,Rappentobelbrücke,L082 008,1986.0,6.5,,129.0,36.0,,True
bruecke,bruecke.282,8    -L  82 -    -,L82,Brandner Straße,RFB 1,11,11.17,Gastatobelbrücke,L082 015,1998.0,6.5,,170.0,24.0,,True
bruecke,bruecke.301,8    -L  82 -    -,L82,Brandner Straße,RFB 1,0,0.048,Brunnenbachbrücke,L082 001,1975.0,6.5,,48.0,47.0,,True
bruecke,bruecke.383,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8,8.215,Hangbrücke,L082 009,1986.0,6.5,,215.0,36.0,,True
bruecke,bruecke.414,8    -L  82 -    -,L82,Brandner Straße,RFB 1,0,0.309,Brücke über die ÖBB und Ill,L082 002,1975.0,6.5,,309.0,47.0,,True
bruecke,bruecke.430,8    -L  82 -    -,L82,Brandner Straße,RFB 1,7,7.955,Grenzgrabenbrücke,L082 006,1986.0,6.5,,955.0,36.0,,True
bruecke,bruecke.451,8    -L  82 -    -,L82,Brandner Straße,RFB 1,12,12.348,Illwerkebrücke (Palüdbach),L082 016,2022.0,6.5,,348.0,0.0,,False
bruecke,bruecke.457,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8,8.484,Marktobelbrücke,L082 011,1986.0,6.5,,484.0,36.0,,True
bruecke,bruecke.489,8    -L  82 -    -,L82,Brandner Straße,RFB 1,0,0.542,W35 Überführung der L82,A 14 136,1969.0,6.5,,542.0,53.0,,True
bruecke,bruecke.522,8    -L  82 -    -,L82,Brandner Straße,RFB 1,9,9.276,Galaverdabrücke,L082 013,1987.0,6.5,,276.0,35.0,,True
bruecke,bruecke.568,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8,8.285,Leuetobelbrücke,L082 010,1986.0,6.5,,285.0,36.0,,True
bruecke,bruecke.587,8    -L  82 -    -,L82,Brandner Straße,RFB 1,7,7.799,Staudenbrücke,L082 005,1986.0,6.5,,799.0,36.0,,True
bruecke,bruecke.655,8    -L  82 -    -,L82,Brandner Straße,RFB 1,1,1.445,Alvierbachbrücke,L082 003,1997.0,6.5,,445.0,25.0,,True
bruecke,bruecke.47,8    -L  83 -    -,L83,Vandanser Straße,RFB 1,1,1.149,Rellsbachbrücke,L083 002,1952.0,6.5,,149.0,70.0,,True
bruecke,bruecke.235,8    -L  83 -    -,L83,Vandanser Straße,RFB 1,2,2.9,Illbrücke Kaltenbrunnen,L083 005,2006.0,6.5,,900.0,16.0,,False
bruecke,bruecke.393,8    -L  83 -    -,L83,Vandanser Straße,RFB 1,1,1.98,Stauseebrücke,L083 004,1950.0,6.5,,980.0,72.0,,True
bruecke,bruecke.408,8    -L  83 -    -,L83,Vandanser Straße,RFB 1,1,1.242,Auenlatschbrücke,L083 003,1952.0,6.5,,242.0,70.0,,True
bruecke,bruecke.423,8    -L  83 -    -,L83,Vandanser Straße,RFB 1,0,0.194,Illbrücke Vandans,L083 001,1959.0,6.5,,194.0,63.0,,True
bruecke,bruecke.482,8    -L  84 -    -,L84,Zelfastraße,RFB 1,0,0.096,Illbrücke Tschagguns,L084 001,1940.0,6.5,,96.0,82.0,,True
bruecke,bruecke.321,8    -L  86 -    -,L86,Galgenuler Straße,RFB 1,0,0.943,Suggadinbachbrücke,L086 002,1977.0,6.5,,943.0,45.0,,True
bruecke,bruecke.376,8    -L  86 -    -,L86,Galgenuler Straße,RFB 1,0,0.611,Illbrücke,L086 001,1977.0,6.5,,611.0,45.0,,True
bruecke,bruecke.69,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,0,0.8,W10 Überführung der L87,A 14 117,1981.0,6.5,,800.0,41.0,,True
bruecke,bruecke.77,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,1,1.059,Daboladabrücke  W12,L087 003,1980.0,6.5,,59.0,42.0,,True
bruecke,bruecke.99,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,0,0.606,Brücke über die  Ill  W11,L087 002,1980.0,6.5,,606.0,42.0,,True
bruecke,bruecke.147,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,0,1.007,Radwegunterführung,L087 005,1991.0,6.5,,1007.0,31.0,,True
bruecke,bruecke.222,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,1,1.364,Erste Schwarzbachbrücke,L050 010,1982.0,6.5,,364.0,40.0,,True
bruecke,bruecke.553,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,0,0.622,Brücke über den Wirtschaftsweg W11a,L087 006,1980.0,6.5,,622.0,42.0,,True
bruecke,bruecke.3,8    -L  88 -    -,L88,Raggaler Straße,RFB 1,4,4.64,Falazerabachbrücke,L088 004,2008.0,6.5,,640.0,14.0,,False
bruecke,bruecke.19,8    -L  88 -    -,L88,Raggaler Straße,RFB 1,7,7.784,Talübergang Marul,L088 006,1983.0,6.5,,784.0,39.0,,True
bruecke,bruecke.132,8    -L  88 -    -,L88,Raggaler Straße,RFB 1,6,6.813,Sägebachdurchlass,L088 005,1981.0,6.5,,813.0,41.0,,True
bruecke,bruecke.176,8    -L  88 -    -,L88,Raggaler Straße,RFB 1,8,8.161,Plazerabrücke 1,L088 007,1979.0,6.5,,161.0,43.0,,True
bruecke,bruecke.294,8    -L  88 -    -,L88,Raggaler Straße,RFB 1,10,11.02,Lutzbrücke bei Garsella,L088 010,1951.0,6.5,,1020.0,71.0,,True
bruecke,bruecke.314,8    -L  88 -    -,L88,Raggaler Straße,RFB 1,10,10.222,Grenztobelbrücke,L088 009,2000.0,6.5,,222.0,22.0,,False
bruecke,bruecke.506,8    -L  88 -    -,L88,Raggaler Straße,RFB 1,8,8.287,Plazerabrücke 2,L088 008,1979.0,6.5,,287.0,43.0,,True
bruecke,bruecke.211,8    -L   9 -    -,L9,Rucksteigstraße,RFB 1,1,1.61,Hangbrücke,L009 001,1975.0,6.0,,610.0,47.0,,True
